timestamp,open,high,low,close,volume
2024-11-04 00:00:00+05:30,375.0,375.95,363.0,366.0,10072
2024-11-05 00:00:00+05:30,365.65,372.0,363.3,368.85,13049
2024-11-06 00:00:00+05:30,372.0,373.0,365.7,367.75,19690
2024-11-07 00:00:00+05:30,367.0,372.95,367.0,371.5,9772
2024-11-08 00:00:00+05:30,376.0,376.0,349.4,354.95,25397
2024-11-11 00:00:00+05:30,355.0,359.9,350.1,351.65,16097
2024-11-12 00:00:00+05:30,351.65,355.2,344.0,345.1,16782
2024-11-13 00:00:00+05:30,342.0,345.1,332.0,336.1,18664
2024-11-14 00:00:00+05:30,339.0,341.45,333.0,333.9,12632
2024-11-18 00:00:00+05:30,333.9,346.95,327.9,335.75,32434
2024-11-19 00:00:00+05:30,331.05,344.0,331.05,339.6,10129
2024-11-21 00:00:00+05:30,340.5,344.2,335.4,337.85,7900
2024-11-22 00:00:00+05:30,337.85,343.0,335.1,340.7,8943
2024-11-25 00:00:00+05:30,344.2,346.4,342.55,343.55,11461
2024-11-26 00:00:00+05:30,346.95,347.6,341.0,344.0,12331
2024-11-27 00:00:00+05:30,344.0,351.25,343.95,348.45,11479
2024-11-28 00:00:00+05:30,350.1,358.75,350.05,351.15,15400
2024-11-29 00:00:00+05:30,356.4,356.4,351.15,352.3,6329
2024-12-02 00:00:00+05:30,357.2,363.05,351.25,354.8,17108
2024-12-03 00:00:00+05:30,356.75,361.0,354.55,358.95,11399
2024-12-04 00:00:00+05:30,361.0,369.7,361.0,366.7,24564
2024-12-05 00:00:00+05:30,369.5,369.5,363.15,364.35,13489
2024-12-06 00:00:00+05:30,366.7,369.95,365.05,365.7,10538
2024-12-09 00:00:00+05:30,371.15,375.0,368.0,369.8,13290
2024-12-10 00:00:00+05:30,369.8,369.8,363.0,363.8,17198
2024-12-11 00:00:00+05:30,363.8,366.95,359.05,361.25,15129
2024-12-12 00:00:00+05:30,364.15,364.7,359.05,359.75,8075
2024-12-13 00:00:00+05:30,361.9,368.6,356.05,367.1,22938
2024-12-16 00:00:00+05:30,379.95,385.6,372.0,376.45,63728
2024-12-17 00:00:00+05:30,379.65,382.1,368.25,370.9,21068
2024-12-18 00:00:00+05:30,374.0,374.0,357.8,360.4,20046
2024-12-19 00:00:00+05:30,345.0,361.1,345.0,353.2,13932
2024-12-20 00:00:00+05:30,358.4,358.4,339.8,345.5,11878
2024-12-23 00:00:00+05:30,345.5,349.9,340.2,343.75,9121
2024-12-24 00:00:00+05:30,343.75,347.4,340.95,343.0,9174
2024-12-26 00:00:00+05:30,343.0,347.0,334.0,336.15,12108
2024-12-27 00:00:00+05:30,336.15,341.35,335.0,336.25,13536
2024-12-30 00:00:00+05:30,336.25,338.35,332.0,336.05,9513
2024-12-31 00:00:00+05:30,336.05,345.95,332.0,341.3,10884
2025-01-01 00:00:00+05:30,342.95,345.15,338.9,340.4,6611
